file,result_lasso,error1,rf_lasso,out_lasso,result_general,error2,rf_general,out_general,cost_time_lasso,cost_time_general,path
"TRACER-testabs8_VeriMAP_true.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testabs8_VeriMAP_true.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testabs8_VeriMAP_true.c_general_out",1.65,1.39,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/TRACER-testabs8_VeriMAP_true.c"
"TRACER-testloop13_VeriMAP_true.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testloop13_VeriMAP_true.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testloop13_VeriMAP_true.c_general_out",1.91,263.57,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/TRACER-testloop13_VeriMAP_true.c"
"MAP-disj_VeriMAP_true.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MAP-disj_VeriMAP_true.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MAP-disj_VeriMAP_true.c_general_out",289.09,1.82,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/MAP-disj_VeriMAP_true.c"
"TRACER-testloop1_VeriMAP_true.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testloop1_VeriMAP_true.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testloop1_VeriMAP_true.c_general_out",1.57,1.96,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/TRACER-testloop1_VeriMAP_true.c"
"TRACER-testabs15_VeriMAP_true.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testabs15_VeriMAP_true.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testabs15_VeriMAP_true.c_general_out",1.83,2.16,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/TRACER-testabs15_VeriMAP_true.c"
"TRACER-testloop9_VeriMAP_true.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testloop9_VeriMAP_true.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testloop9_VeriMAP_true.c_general_out",2.11,1.40,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/TRACER-testloop9_VeriMAP_true.c"
"MAP-interpolants_needed-pepm-proc.c_VeriMAP_true.c",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MAP-interpolants_needed-pepm-proc.c_VeriMAP_true.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MAP-interpolants_needed-pepm-proc.c_VeriMAP_true.c_general_out",1.49,1.58,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/MAP-interpolants_needed-pepm-proc.c_VeriMAP_true.c"
"TRACER-testloop4_VeriMAP_true.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testloop4_VeriMAP_true.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testloop4_VeriMAP_true.c_general_out",3.75,1.44,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/TRACER-testloop4_VeriMAP_true.c"
"TRACER-testloop2_VeriMAP_true.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testloop2_VeriMAP_true.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testloop2_VeriMAP_true.c_general_out",1.55,1.44,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/TRACER-testloop2_VeriMAP_true.c"
"TRACER-testloop7_VeriMAP_true.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testloop7_VeriMAP_true.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testloop7_VeriMAP_true.c_general_out",1.62,1.49,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/TRACER-testloop7_VeriMAP_true.c"
"TRACER-testloop11_VeriMAP_true.c",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testloop11_VeriMAP_true.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testloop11_VeriMAP_true.c_general_out",3.76,1.48,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/TRACER-testloop11_VeriMAP_true.c"
"TRACER-testabs7_VeriMAP_true.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testabs7_VeriMAP_true.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testabs7_VeriMAP_true.c_general_out",1.64,1.42,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/TRACER-testabs7_VeriMAP_true.c"
"TRACER-testloop6_VeriMAP_true.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testloop6_VeriMAP_true.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testloop6_VeriMAP_true.c_general_out",1.85,2.17,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/TRACER-testloop6_VeriMAP_true.c"
"MAP-forward_VeriMAP_true.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MAP-forward_VeriMAP_true.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MAP-forward_VeriMAP_true.c_general_out",1.68,1.67,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/MAP-forward_VeriMAP_true.c"
"TRACER-paper-prog_d-pepm-proc.c_VeriMAP_true.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-paper-prog_d-pepm-proc.c_VeriMAP_true.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-paper-prog_d-pepm-proc.c_VeriMAP_true.c_general_out",1.61,1.66,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/TRACER-paper-prog_d-pepm-proc.c_VeriMAP_true.c"
"MAP-singleloop2-pepm-proc.c_VeriMAP_true.c",FAILED,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MAP-singleloop2-pepm-proc.c_VeriMAP_true.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MAP-singleloop2-pepm-proc.c_VeriMAP_true.c_general_out",305.55,303.35,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/MAP-singleloop2-pepm-proc.c_VeriMAP_true.c"
"TRACER-testloop15_VeriMAP_true.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testloop15_VeriMAP_true.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testloop15_VeriMAP_true.c_general_out",1.68,1.95,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/TRACER-testloop15_VeriMAP_true.c"
"TRACER-testloop14_VeriMAP_true.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testloop14_VeriMAP_true.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testloop14_VeriMAP_true.c_general_out",1.68,1.47,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/TRACER-testloop14_VeriMAP_true.c"
"TRACER-testloop29_VeriMAP_true.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testloop29_VeriMAP_true.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testloop29_VeriMAP_true.c_general_out",1.58,1.57,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/TRACER-testloop29_VeriMAP_true.c"
"TRACER-testabs13_VeriMAP_true.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testabs13_VeriMAP_true.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testabs13_VeriMAP_true.c_general_out",1.62,1.40,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/TRACER-testabs13_VeriMAP_true.c"
"MAP-CPA-example_VeriMAP_true.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MAP-CPA-example_VeriMAP_true.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MAP-CPA-example_VeriMAP_true.c_general_out",1.75,1.49,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/MAP-CPA-example_VeriMAP_true.c"
"TRACER-testloop10_VeriMAP_true.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testloop10_VeriMAP_true.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/TRACER-testloop10_VeriMAP_true.c_general_out",5.40,259.53,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/VeriMAP/TRACER-testloop10_VeriMAP_true.c"
"popl.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/popl.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/popl.c_general_out",288.17,1.88,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/sharma_splitter/popl.c"
"cav.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/cav.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/cav.c_general_out",287.11,2.11,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/sharma_splitter/cav.c"
"ex1.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ex1.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ex1.c_general_out",286.57,2.14,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/sharma_splitter/ex1.c"
"ex2.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ex2.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ex2.c_general_out",182.28,2.15,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/sharma_splitter/ex2.c"
"sendmail-close-angle.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/sendmail-close-angle.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/sendmail-close-angle.c_general_out",1.31,1.40,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/invgen/sendmail-close-angle.c"
"rajamani_1.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/rajamani_1.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/rajamani_1.c_general_out",6.26,260.56,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/invgen/rajamani_1.c"
"MADWiFi-encode_ie_ok.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MADWiFi-encode_ie_ok.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MADWiFi-encode_ie_ok.c_general_out",1.32,1.41,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/invgen/MADWiFi-encode_ie_ok.c"
"split.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/split.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/split.c_general_out",10.00,4.60,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/invgen/split.c"
"ken-imp.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ken-imp.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ken-imp.c_general_out",7.47,255.27,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/invgen/ken-imp.c"
"sendmail-mime7to8_arr_three_chars_no_test_ok.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/sendmail-mime7to8_arr_three_chars_no_test_ok.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/sendmail-mime7to8_arr_three_chars_no_test_ok.c_general_out",1.30,1.44,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/invgen/sendmail-mime7to8_arr_three_chars_no_test_ok.c"
"bind_expands_vars2.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/bind_expands_vars2.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/bind_expands_vars2.c_general_out",1.65,1.96,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/invgen/bind_expands_vars2.c"
"gulwani_cegar1.c",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/gulwani_cegar1.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/gulwani_cegar1.c_general_out",1.49,1.57,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/invgen/gulwani_cegar1.c"
"gulwani_fig1a.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/gulwani_fig1a.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/gulwani_fig1a.c_general_out",1.97,270.56,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/invgen/gulwani_fig1a.c"
"sendmail-mime-fromqp.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/sendmail-mime-fromqp.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/sendmail-mime-fromqp.c_general_out",1.35,1.45,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/invgen/sendmail-mime-fromqp.c"
"NetBSD_g_Ctoc.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/NetBSD_g_Ctoc.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/NetBSD_g_Ctoc.c_general_out",1.29,1.47,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/invgen/NetBSD_g_Ctoc.c"
"simple.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/simple.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/simple.c_general_out",1.60,1.67,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/invgen/simple.c"
"simple_if.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/simple_if.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/simple_if.c_general_out",1.59,1.95,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/invgen/simple_if.c"
"gulwani_cegar2.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/gulwani_cegar2.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/gulwani_cegar2.c_general_out",1.61,1.97,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/invgen/gulwani_cegar2.c"
"NetBSD_loop.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/NetBSD_loop.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/NetBSD_loop.c_general_out",1.70,2.06,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/invgen/NetBSD_loop.c"
"NetBSD_loop_int.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/NetBSD_loop_int.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/NetBSD_loop_int.c_general_out",1.30,1.40,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/invgen/NetBSD_loop_int.c"
"up-nested.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/up-nested.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/up-nested.c_general_out",1.63,1.92,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/LinearArbitrary-SeaHorn/invgen/up-nested.c"
"substring1.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/substring1.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/substring1.c_general_out",286.88,139.40,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/cav/substring1.c"
"35.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/35.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/35.c_general_out",1.85,248.68,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/cav/35.c"
"39.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/39.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/39.c_general_out",1.30,1.39,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/cav/39.c"
"xy10.c",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/xy10.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/xy10.c_general_out",1.47,1.50,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/cav/xy10.c"
"05.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/05.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/05.c_general_out",3.26,266.28,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/cav/05.c"
"gulv_simp.c",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/gulv_simp.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/gulv_simp.c_general_out",1.51,1.53,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/cav/gulv_simp.c"
"07.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/07.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/07.c_general_out",1.92,2.29,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/cav/07.c"
"pldi082_unbounded.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/pldi082_unbounded.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/pldi082_unbounded.c_general_out",2.72,2.92,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/cav/pldi082_unbounded.c"
"20.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/20.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/20.c_general_out",7.69,254.51,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/cav/20.c"
"gulv.c",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/gulv.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/gulv.c_general_out",1.53,1.57,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/cav/gulv.c"
"19.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/19.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/19.c_general_out",1.95,2.33,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/cav/19.c"
"37.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/37.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/37.c_general_out",1.71,2.09,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/cav/37.c"
"trex03_true.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/trex03_true.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/trex03_true.c_general_out",1.96,255.20,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/svcomp/trex03_true.c"
"for_infinite_loop_2_true.c",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/for_infinite_loop_2_true.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/for_infinite_loop_2_true.c_general_out",1.47,1.52,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/svcomp/for_infinite_loop_2_true.c"
"while_infinite_loop_1_true.c",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/while_infinite_loop_1_true.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/while_infinite_loop_1_true.c_general_out",1.42,1.41,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/svcomp/while_infinite_loop_1_true.c"
"count_up_down_true.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/count_up_down_true.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/count_up_down_true.c_general_out",1.51,268.98,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/svcomp/count_up_down_true.c"
"sum03_true.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/sum03_true.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/sum03_true.c_general_out",2.64,276.16,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/svcomp/sum03_true.c"
"sum01_true.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/sum01_true.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/sum01_true.c_general_out",1.59,1.96,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/svcomp/sum01_true.c"
"for_infinite_loop_1_true.c",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/for_infinite_loop_1_true.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/for_infinite_loop_1_true.c_general_out",1.49,1.51,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/svcomp/for_infinite_loop_1_true.c"
"sum04_true.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/sum04_true.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/sum04_true.c_general_out",1.59,1.43,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/svcomp/sum04_true.c"
"terminator_02_true.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/terminator_02_true.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/terminator_02_true.c_general_out",1.27,1.32,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/svcomp/terminator_02_true.c"
"while_infinite_loop_2_true.c",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/while_infinite_loop_2_true.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/while_infinite_loop_2_true.c_general_out",1.38,1.45,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/svcomp/while_infinite_loop_2_true.c"
"substring1.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/substring1.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/substring1.c_general_out",287.09,139.60,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/dagger/substring1.c"
"lifnatprime.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/lifnatprime.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/lifnatprime.c_general_out",1.39,1.49,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/dagger/lifnatprime.c"
"bkley.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/bkley.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/bkley.c_general_out",1.79,2.16,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/dagger/bkley.c"
"lifo.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/lifo.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/lifo.c_general_out",1.39,1.52,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/dagger/lifo.c"
"swim1.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/swim1.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/swim1.c_general_out",1.93,2.27,"Datasets/Loopy_dataset_InvarBenchmark/loop_invariants/accelerating_invariant_generation/dagger/swim1.c"
