file,result_lasso,error1,rf_lasso,out_lasso,result_general,error2,rf_general,out_general,cost_time_lasso,cost_time_general,path
"MinusMin.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MinusMin.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/MinusMin.c_general_out",1.70,2.08,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/MinusMin.c"
"ChenFlurMukhopadhyay-SAS2012-Ex3.09_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChenFlurMukhopadhyay-SAS2012-Ex3.09_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChenFlurMukhopadhyay-SAS2012-Ex3.09_true-termination.c_general_out",1.31,1.40,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.09_true-termination.c"
"Nyala-2lex_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Nyala-2lex_true-termination.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Nyala-2lex_true-termination.c_general_out",1.63,1.41,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/Nyala-2lex_true-termination.c"
"ChenFlurMukhopadhyay-SAS2012-Ex3.10_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChenFlurMukhopadhyay-SAS2012-Ex3.10_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChenFlurMukhopadhyay-SAS2012-Ex3.10_true-termination.c_general_out",1.62,1.91,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.10_true-termination.c"
"ChenFlurMukhopadhyay-SAS2012-Ex3.05_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChenFlurMukhopadhyay-SAS2012-Ex3.05_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChenFlurMukhopadhyay-SAS2012-Ex3.05_true-termination.c_general_out",1.79,2.18,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.05_true-termination.c"
"PastaA9.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/PastaA9.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/PastaA9.c_general_out",1.45,1.43,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/PastaA9.c"
"ChenFlurMukhopadhyay-SAS2012-Ex2.11_false-termination.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChenFlurMukhopadhyay-SAS2012-Ex2.11_false-termination.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChenFlurMukhopadhyay-SAS2012-Ex2.11_false-termination.c_general_out",1.52,292.58,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.11_false-termination.c"
"ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-termination.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-termination.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-termination.c_general_out",1.51,293.91,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-termination.c"
"ChenFlurMukhopadhyay-SAS2012-Ex2.20_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChenFlurMukhopadhyay-SAS2012-Ex2.20_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChenFlurMukhopadhyay-SAS2012-Ex2.20_true-termination.c_general_out",1.30,1.39,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.20_true-termination.c"
"ComplInterv.c",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ComplInterv.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ComplInterv.c_general_out",1.45,258.42,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/ComplInterv.c"
"ChooseLife.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChooseLife.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChooseLife.c_general_out",1.62,1.47,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/ChooseLife.c"
"PodelskiRybalchenko-VMCAI2004-Ex1_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/PodelskiRybalchenko-VMCAI2004-Ex1_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/PodelskiRybalchenko-VMCAI2004-Ex1_true-termination.c_general_out",1.32,1.44,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/PodelskiRybalchenko-VMCAI2004-Ex1_true-termination.c"
"svcomp_b.09-no-inv_assume.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_b.09-no-inv_assume.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_b.09-no-inv_assume.c_general_out",1.67,1.99,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/svcomp_b.09-no-inv_assume.c"
"PastaB6.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/PastaB6.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/PastaB6.c_general_out",1.57,1.96,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/PastaB6.c"
"svcomp_a.06.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_a.06.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_a.06.c_general_out",1.66,1.98,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/svcomp_a.06.c"
"Pure3Phase_true-termination.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Pure3Phase_true-termination.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Pure3Phase_true-termination.c_general_out",295.07,140.69,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/Pure3Phase_true-termination.c"
"ChenFlurMukhopadhyay-SAS2012-Ex2.16_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChenFlurMukhopadhyay-SAS2012-Ex2.16_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChenFlurMukhopadhyay-SAS2012-Ex2.16_true-termination.c_general_out",1.58,1.97,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.16_true-termination.c"
"PastaA5.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/PastaA5.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/PastaA5.c_general_out",1.30,1.40,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/PastaA5.c"
"svcomp_b.03-no-inv_assume.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_b.03-no-inv_assume.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_b.03-no-inv_assume.c_general_out",1.28,1.42,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/svcomp_b.03-no-inv_assume.c"
"PastaB1.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/PastaB1.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/PastaB1.c_general_out",1.26,1.42,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/PastaB1.c"
"svcomp_a.10.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_a.10.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_a.10.c_general_out",1.29,1.44,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/svcomp_a.10.c"
"NoriSharma-FSE2013-Fig8_true-termination.c",FAILED,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/NoriSharma-FSE2013-Fig8_true-termination.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/NoriSharma-FSE2013-Fig8_true-termination.c_general_out",305.01,146.33,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/NoriSharma-FSE2013-Fig8_true-termination.c"
"Factorial.c",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Factorial.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Factorial.c_general_out",1.47,1.50,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/Factorial.c"
"AliasDarteFeautrierGonnord-SAS2010-terminate_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/AliasDarteFeautrierGonnord-SAS2010-terminate_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/AliasDarteFeautrierGonnord-SAS2010-terminate_true-termination.c_general_out",1.62,1.96,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-terminate_true-termination.c"
"AliasDarteFeautrierGonnord-SAS2010-speedpldi2_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/AliasDarteFeautrierGonnord-SAS2010-speedpldi2_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/AliasDarteFeautrierGonnord-SAS2010-speedpldi2_true-termination.c_general_out",1.72,2.10,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-speedpldi2_true-termination.c"
"svcomp_b.11.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_b.11.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_b.11.c_general_out",1.85,2.20,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/svcomp_b.11.c"
"svcomp_ex3b.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_ex3b.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_ex3b.c_general_out",1.30,1.38,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/svcomp_ex3b.c"
"svcomp_a.09_assume.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_a.09_assume.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_a.09_assume.c_general_out",1.46,1.45,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/svcomp_a.09_assume.c"
"ChenFlurMukhopadhyay-SAS2012-Ex2.21_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChenFlurMukhopadhyay-SAS2012-Ex2.21_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChenFlurMukhopadhyay-SAS2012-Ex2.21_true-termination.c_general_out",1.71,1.78,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.21_true-termination.c"
"Parallel_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Parallel_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Parallel_true-termination.c_general_out",1.71,2.09,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/Parallel_true-termination.c"
"PastaA6.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/PastaA6.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/PastaA6.c_general_out",1.55,1.92,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/PastaA6.c"
"ChenFlurMukhopadhyay-SAS2012-Ex3.08_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChenFlurMukhopadhyay-SAS2012-Ex3.08_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChenFlurMukhopadhyay-SAS2012-Ex3.08_true-termination.c_general_out",1.32,1.42,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex3.08_true-termination.c"
"Toulouse-BranchesToLoop_true-termination.c",FAILED,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Toulouse-BranchesToLoop_true-termination.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Toulouse-BranchesToLoop_true-termination.c_general_out",305.14,146.75,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/Toulouse-BranchesToLoop_true-termination.c"
"Lobnya-Boolean-Reordered_true-termination.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Lobnya-Boolean-Reordered_true-termination.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/Lobnya-Boolean-Reordered_true-termination.c_general_out",1.74,270.13,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/Lobnya-Boolean-Reordered_true-termination.c"
"ChawdharyCookGulwaniSagivYang-ESOP2008-aaron12_true-termination.c",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron12_true-termination.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron12_true-termination.c_general_out",1.87,263.88,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron12_true-termination.c"
"DoubleNeg.c",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/DoubleNeg.c_lasso_out",NO,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/DoubleNeg.c_general_out",1.43,1.52,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/DoubleNeg.c"
"genady_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/genady_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/genady_true-termination.c_general_out",1.64,1.65,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/genady_true-termination.c"
"ChenFlurMukhopadhyay-SAS2012-Ex2.19_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChenFlurMukhopadhyay-SAS2012-Ex2.19_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChenFlurMukhopadhyay-SAS2012-Ex2.19_true-termination.c_general_out",1.67,2.08,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex2.19_true-termination.c"
"svcomp_b.10.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_b.10.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_b.10.c_general_out",1.84,2.19,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/svcomp_b.10.c"
"PodelskiRybalchenko-TACAS2011-Fig4_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/PodelskiRybalchenko-TACAS2011-Fig4_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/PodelskiRybalchenko-TACAS2011-Fig4_true-termination.c_general_out",1.62,1.98,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/PodelskiRybalchenko-TACAS2011-Fig4_true-termination.c"
"ChenFlurMukhopadhyay-SAS2012-Ex1.01_true-termination.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChenFlurMukhopadhyay-SAS2012-Ex1.01_true-termination.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChenFlurMukhopadhyay-SAS2012-Ex1.01_true-termination.c_general_out",1.48,290.63,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/ChenFlurMukhopadhyay-SAS2012-Ex1.01_true-termination.c"
"svcomp_a.08.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_a.08.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_a.08.c_general_out",1.30,1.44,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/svcomp_a.08.c"
"WhileFalse_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/WhileFalse_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/WhileFalse_true-termination.c_general_out",1.16,1.28,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/WhileFalse_true-termination.c"
"svcomp_java_Continue1.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_java_Continue1.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_java_Continue1.c_general_out",3.83,1.47,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/svcomp_java_Continue1.c"
"2Nested_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/2Nested_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/2Nested_true-termination.c_general_out",1.92,2.25,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/2Nested_true-termination.c"
"AliasDarteFeautrierGonnord-SAS2010-random2d_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/AliasDarteFeautrierGonnord-SAS2010-random2d_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/AliasDarteFeautrierGonnord-SAS2010-random2d_true-termination.c_general_out",1.76,2.13,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-random2d_true-termination.c"
"CookSeeZuleger-TACAS2013-Fig8b_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/CookSeeZuleger-TACAS2013-Fig8b_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/CookSeeZuleger-TACAS2013-Fig8b_true-termination.c_general_out",1.30,1.39,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/CookSeeZuleger-TACAS2013-Fig8b_true-termination.c"
"LeikeHeizmann-TACAS2014-Ex1_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/LeikeHeizmann-TACAS2014-Ex1_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/LeikeHeizmann-TACAS2014-Ex1_true-termination.c_general_out",1.57,1.95,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/LeikeHeizmann-TACAS2014-Ex1_true-termination.c"
"LeikeHeizmann-TACAS2014-Ex9_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/LeikeHeizmann-TACAS2014-Ex9_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/LeikeHeizmann-TACAS2014-Ex9_true-termination.c_general_out",1.33,1.43,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/LeikeHeizmann-TACAS2014-Ex9_true-termination.c"
"BradleyMannaSipma-ICALP2005-Fig1_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/BradleyMannaSipma-ICALP2005-Fig1_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/BradleyMannaSipma-ICALP2005-Fig1_true-termination.c_general_out",1.68,2.03,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/BradleyMannaSipma-ICALP2005-Fig1_true-termination.c"
"svcomp_b.01.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_b.01.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_b.01.c_general_out",1.27,1.38,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/svcomp_b.01.c"
"svcomp_b.09_assume.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_b.09_assume.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/svcomp_b.09_assume.c_general_out",1.60,1.97,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/svcomp_b.09_assume.c"
"AliasDarteFeautrierGonnord-SAS2010-speedpldi4_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/AliasDarteFeautrierGonnord-SAS2010-speedpldi4_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/AliasDarteFeautrierGonnord-SAS2010-speedpldi4_true-termination.c_general_out",1.30,1.39,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/AliasDarteFeautrierGonnord-SAS2010-speedpldi4_true-termination.c"
"LeikeHeizmann-TACAS2014-Ex8_true-termination.c",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/LeikeHeizmann-TACAS2014-Ex8_true-termination.c_lasso_out",MAYBE,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/LeikeHeizmann-TACAS2014-Ex8_true-termination.c_general_out",1.49,261.15,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/LeikeHeizmann-TACAS2014-Ex8_true-termination.c"
"ChawdharyCookGulwaniSagivYang-ESOP2008-aaron4_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron4_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron4_true-termination.c_general_out",1.33,1.47,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/ChawdharyCookGulwaniSagivYang-ESOP2008-aaron4_true-termination.c"
"BradleyMannaSipma-CAV2005-Fig1_true-termination.c",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/BradleyMannaSipma-CAV2005-Fig1_true-termination.c_lasso_out",YES,"","None","Results/CPA_Outputs/Loopy_dataset_InvarBenchmark/BradleyMannaSipma-CAV2005-Fig1_true-termination.c_general_out",1.31,1.39,"Datasets/Loopy_dataset_InvarBenchmark/termination/tpdb/C_Integer/Stroeder_15/BradleyMannaSipma-CAV2005-Fig1_true-termination.c"
