config,file_name,benchmark_name,generated,extraction_success,invariants_found,template_type,verified
Origin Only (-Inv - Extract),MenloPark_true-no-overflow_true-termination_true-valid-memsafety-modif.json,MenloPark_true-no-overflow_true-termination_true-valid-memsafety-modif,True,False,False,lmulti,N/A
Origin Only (-Inv - Extract),MenloPark_true-no-overflow_true-termination_true-valid-memsafety.json,MenloPark_true-no-overflow_true-termination_true-valid-memsafety,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),min_rf-alloca_true-termination.json,min_rf-alloca_true-termination,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),Mysore_false-no-overflow.json,Mysore_false-no-overflow,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),nonlin_div_term_1.json,nonlin_div_term_1,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),nonlin_div_term_2.json,nonlin_div_term_2,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),nonlin_jump_over_1_term.json,nonlin_jump_over_1_term,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),nonlin_mod_term_1.json,nonlin_mod_term_1,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),nonlin_mod_term_2.json,nonlin_mod_term_2,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),nonlin_mod_term_3.json,nonlin_mod_term_3,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),nonlin_mod_term_4.json,nonlin_mod_term_4,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),nonlin_mult_term_1.json,nonlin_mult_term_1,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),nonlin_mult_term_2.json,nonlin_mult_term_2,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),nonlin_mult_term_3.json,nonlin_mult_term_3,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),nonlin_mult_term_4.json,nonlin_mult_term_4,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),nonlin_mult_term_5.json,nonlin_mult_term_5,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),nonlin_mult_term_6.json,nonlin_mult_term_6,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),nonlin_mult_term_7.json,nonlin_mult_term_7,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),nonlin_mult_term_8.json,nonlin_mult_term_8,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),nonlin_mult_term_9.json,nonlin_mult_term_9,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),NoriSharma-2013FSE-Fig8-true-termination-modif.json,NoriSharma-2013FSE-Fig8-true-termination-modif,True,False,False,lmulti,N/A
Origin Only (-Inv - Extract),NoriSharma-2013FSE-Fig8-true-termination.json,NoriSharma-2013FSE-Fig8-true-termination,True,False,False,lmulti,N/A
Origin Only (-Inv - Extract),Nyala-2lex_true-no-overflow_true-termination_true-valid-memsafety-version.json,Nyala-2lex_true-no-overflow_true-termination_true-valid-memsafety-version,True,False,False,lmulti,N/A
Origin Only (-Inv - Extract),Nyala-2lex_true-no-overflow_true-termination_true-valid-memsafety.json,Nyala-2lex_true-no-overflow_true-termination_true-valid-memsafety,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),Parallel_true-no-overflow_true-termination_true-valid-memsafety.json,Parallel_true-no-overflow_true-termination_true-valid-memsafety,True,False,False,lmulti,N/A
Origin Only (-Inv - Extract),Piecewise_true-no-overflow_true-termination_true-valid-memsafety.json,Piecewise_true-no-overflow_true-termination_true-valid-memsafety,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),PodelskiRybalchenko-LICS2004-Fig2_true-termination-modif1.json,PodelskiRybalchenko-LICS2004-Fig2_true-termination-modif1,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),PodelskiRybalchenko-LICS2004-Fig2_true-termination-modif2.json,PodelskiRybalchenko-LICS2004-Fig2_true-termination-modif2,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),PodelskiRybalchenko-LICS2004-Fig2_true-termination-simpl.json,PodelskiRybalchenko-LICS2004-Fig2_true-termination-simpl,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),PodelskiRybalchenko-LICS2004-Fig2_true-termination.json,PodelskiRybalchenko-LICS2004-Fig2_true-termination,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),PodelskiRybalchenko-simpl1.json,PodelskiRybalchenko-simpl1,True,False,False,lmulti,N/A
Origin Only (-Inv - Extract),PodelskiRybalchenko-simpl2.json,PodelskiRybalchenko-simpl2,True,False,False,lmulti,N/A
Origin Only (-Inv - Extract),PodelskiRybalchenko-simpl3.json,PodelskiRybalchenko-simpl3,True,False,False,lmulti,N/A
Origin Only (-Inv - Extract),PodelskiRybalchenko-TACAS2011-Fig4_true-termination_true-no-overflow.json,PodelskiRybalchenko-TACAS2011-Fig4_true-termination_true-no-overflow,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),PodelskiRybalchenko-VMCAI2004-Ex1_false-no-overflow-version.json,PodelskiRybalchenko-VMCAI2004-Ex1_false-no-overflow-version,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),PodelskiRybalchenko-VMCAI2004-Ex1_false-no-overflow.json,PodelskiRybalchenko-VMCAI2004-Ex1_false-no-overflow,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),Problem00_label00_true-unreach-call-toy.json,Problem00_label00_true-unreach-call-toy,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),Pure2Phase_false-no-overflow.json,Pure2Phase_false-no-overflow,True,False,False,lmulti,N/A
Origin Only (-Inv - Extract),Pure2Phase_true-termination_true-valid-memsafety.json,Pure2Phase_true-termination_true-valid-memsafety,True,False,False,lmulti,N/A
Origin Only (-Inv - Extract),Pure3Phase_false-no-overflow.json,Pure3Phase_false-no-overflow,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),Singapore_false-no-overflow-version.json,Singapore_false-no-overflow-version,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),Singapore_false-no-overflow.json,Singapore_false-no-overflow,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),TelAviv-Amir-Minimum-alloca_true-termination.json,TelAviv-Amir-Minimum-alloca_true-termination,True,False,False,lmulti,N/A
Origin Only (-Inv - Extract),term_01.json,term_01,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),term_02.json,term_02,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),term_03.json,term_03,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),term_04.json,term_04,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),term_05.json,term_05,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),term_06.json,term_06,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),term_07.json,term_07,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),term_08.json,term_08,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),term_09.json,term_09,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),term_10.json,term_10,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),term_11.json,term_11,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),term_12.json,term_12,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),term_13.json,term_13,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),term_14.json,term_14,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),term_15.json,term_15,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),term_16.json,term_16,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),term_17.json,term_17,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),term_18.json,term_18,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),term_19.json,term_19,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),term_20.json,term_20,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),term_21.json,term_21,True,False,False,lmulti,N/A
Origin Only (-Inv - Extract),term_22.json,term_22,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),term_23.json,term_23,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),term_24.json,term_24,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),term_25.json,term_25,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),term_26.json,term_26,True,False,False,lmulti,N/A
Origin Only (-Inv - Extract),term_27.json,term_27,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),term_28.json,term_28,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),term_29.json,term_29,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),Thun_false-no-overflow.json,Thun_false-no-overflow,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),Toulouse-BranchesToLoop-alloca_true-termination.json,Toulouse-BranchesToLoop-alloca_true-termination,True,False,False,lmulti,N/A
Origin Only (-Inv - Extract),transform_1.json,transform_1,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),trex03_false-unreach-call_true-termination-modif.json,trex03_false-unreach-call_true-termination-modif,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),trex03_false-unreach-call_true-termination-simpl.json,trex03_false-unreach-call_true-termination-simpl,True,False,False,lnested,N/A
Origin Only (-Inv - Extract),trex03_false-unreach-call_true-termination.json,trex03_false-unreach-call_true-termination,True,False,False,lmulti,N/A
Origin Only (-Inv - Extract),UrbanMine-ESOP2014-Fig3_true-termination_true-no-overflow.json,UrbanMine-ESOP2014-Fig3_true-termination_true-no-overflow,True,False,False,lnested,N/A
