file,result_2ls_TPDB_copy1,time_taken_2ls_TPDB_copy1,result_2ls_TPDB_copy2,time_taken_2ls_TPDB_copy2,result_2ls_TPDB_copy3,time_taken_2ls_TPDB_copy3,consistency
TPDB_Y2024_filtered_VBS/Di_Stefano_20/formation-noarray_true-termination.c,Maybe,18.47,Maybe,18.54,Maybe,18.74,True
TPDB_Y2024_filtered_VBS/Di_Stefano_20/majority_true-termination.c,Maybe,2.28,Maybe,2.34,Maybe,2.22,True
TPDB_Y2024_filtered_VBS/Di_Stefano_20/boids_true-termination.c,Maybe,40.83,Maybe,40.78,Maybe,41.9,True
TPDB_Y2024_filtered_VBS/Hensel_22/nondet_ll_traverse_rec.c,YES,0.46,YES,0.45,YES,0.47,True
TPDB_Y2024_filtered_VBS/Hensel_22/desc_ll_search_existing.c,Maybe,0.94,Maybe,0.93,Maybe,0.94,True
TPDB_Y2024_filtered_VBS/Hensel_22/nondet_ll_traverse.c,Maybe,1.17,Maybe,1.16,Maybe,1.17,True
TPDB_Y2024_filtered_VBS/Hensel_22/nondet_ll_search_zero.c,Maybe,0.83,Maybe,1.19,Maybe,1.19,True
TPDB_Y2024_filtered_VBS/Hensel_22/desc_ll_search-ptrdiff_existing.c,Failed,1.4,Failed,1.37,Failed,1.5,True
TPDB_Y2024_filtered_VBS/Hensel_22/desc_ll_search_mod.c,Maybe,1.49,Maybe,1.03,Maybe,1.04,True
TPDB_Y2024_filtered_VBS/Hensel_22/desc_ll_with_offset_search.c,Maybe,1.0,Maybe,1.02,Maybe,1.02,True
TPDB_Y2024_filtered_VBS/Hensel_22/nondet_ll_traverse-ptrdiff.c,Maybe,1.15,Maybe,0.8,Maybe,0.82,True
TPDB_Y2024_filtered_VBS/Hensel_22/nondet_ll_skip.c,Maybe,1.03,Maybe,1.03,Maybe,1.04,True
TPDB_Y2024_filtered_VBS/Hensel_22/asc_ll_search_last.c,Maybe,1.57,Maybe,1.15,Maybe,1.15,True
TPDB_Y2024_filtered_VBS/Hensel_22/nondet_ll_search_last_n.c,Maybe,1.39,Maybe,1.39,Maybe,1.39,True
TPDB_Y2024_filtered_VBS/Hensel_22/desc_ll_search_last.c,Maybe,0.91,Maybe,0.91,Maybe,0.93,True
TPDB_Y2024_filtered_VBS/Hensel_22/nondet_ll_init.c,YES,0.99,YES,0.98,YES,0.69,True
TPDB_Y2024_filtered_VBS/Hensel_22/cyclic_ll_search_last.c,Maybe,0.97,Maybe,0.97,Maybe,0.98,True
TPDB_Y2024_filtered_VBS/Hensel_22/nondet_ll_init_rec.c,YES,0.47,YES,0.46,YES,0.45,True
TPDB_Y2024_filtered_VBS/Hensel_22/nondet_ll_insert.c,Maybe,0.94,Maybe,0.94,Maybe,0.95,True
TPDB_Y2024_filtered_VBS/Hensel_22/nondet_ll_search_last_zero.c,Maybe,1.28,Maybe,1.27,Maybe,1.24,True
TPDB_Y2024_filtered_VBS/Hensel_22/nondet_ll_delete.c,Maybe,0.73,Maybe,0.72,Maybe,1.05,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/rekcba_nxt_false-unreach-call.1.M1.c,TIMEOUT,300.07,TIMEOUT,300.07,TIMEOUT,300.06,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/pals_opt-floodmax.3_false-unreach-call.1.ufo.BOUNDED-6.pals.c,Maybe,11.08,Maybe,11.1,Maybe,11.18,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/Fibonacci01_true-unreach-call.c,YES,0.13,YES,0.13,YES,0.14,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/Problem03_label00_true-unreach-call.c,Maybe,67.13,Maybe,67.1,Maybe,68.79,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/Problem11_label00_false-unreach-call.c,Maybe,39.7,Maybe,39.55,Maybe,39.11,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/EvenOdd01_true-unreach-call_true-termination.c,TIMEOUT,300.04,TIMEOUT,300.03,TIMEOUT,300.03,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/list-ext_1_true-valid-memsafety.c,Maybe,14.25,Maybe,13.86,Maybe,13.96,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/sll_to_dll_rev_true-unreach-call.c,Maybe,0.63,Maybe,0.64,Maybe,0.65,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/sanfoundry_02_true-unreach-call_ground.c,Failed,0.22,Failed,0.21,Failed,0.22,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/token_ring.15_false-unreach-call_false-termination.cil.c,Maybe,0.07,Maybe,0.06,Maybe,0.08,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/pals_floodmax.5_false-unreach-call.1.ufo.BOUNDED-10.pals.c,Maybe,88.73,Maybe,90.24,Maybe,88.96,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/Problem19_label00_true-unreach-call.c,TIMEOUT,300.09,TIMEOUT,300.08,TIMEOUT,300.08,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/minepump_spec1_product01_true-unreach-call.cil.c,Maybe,1.27,Maybe,1.25,Maybe,1.33,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/token_ring.05_false-unreach-call_false-termination.cil.c,Maybe,0.06,Maybe,0.05,Maybe,0.07,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/kbfiltr_simpl1_true-unreach-call_true-termination.cil.c,Maybe,0.74,Maybe,0.99,Maybe,0.74,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/pals_STARTPALS_Triplicated_false-unreach-call.1.ufo.BOUNDED-10.pals.c,Maybe,11.91,Maybe,12.22,Maybe,12.69,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/fibo_5_false-unreach-call.c,YES,0.16,YES,0.17,YES,0.14,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/cs_peterson_true-unreach-call.c,Failed,0.24,Failed,0.24,Failed,0.26,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/rekcba_ctm_false-unreach-call.2.c,TIMEOUT,300.2,TIMEOUT,300.19,TIMEOUT,300.18,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/McCarthy91_false-unreach-call_false-termination.c,YES,0.17,YES,0.16,YES,0.17,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/pals_lcr-var-start-time.3_false-unreach-call.1.ufo.BOUNDED-6.pals.c,Maybe,5.15,Maybe,4.97,Maybe,5.09,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/email_spec0_product05_true-unreach-call.cil.c,Failed,0.78,Failed,0.79,Failed,1.04,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/cs_lamport_true-unreach-call.c,Failed,0.28,Failed,0.26,Failed,0.29,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/pals_opt-floodmax.5_false-unreach-call.1.ufo.BOUNDED-10.pals.c,Maybe,91.98,Maybe,92.38,Maybe,91.86,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/test-0134_true-valid-memsafety.c,Maybe,0.76,Maybe,0.76,Maybe,0.76,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/sum_non_eq_false-unreach-call.c,YES,0.17,YES,0.22,YES,0.17,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/cs_dekker_true-unreach-call.c,Failed,0.26,Failed,0.27,Failed,0.27,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/standard_compare_true-unreach-call_ground.c,Failed,0.21,Failed,0.22,Failed,0.2,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/Problem09_label00_true-unreach-call.c,TIMEOUT,300.15,TIMEOUT,300.15,TIMEOUT,300.14,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/Problem06_label00_false-unreach-call.c,Maybe,282.98,Maybe,277.71,Maybe,289.6,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/Problem02_label00_true-unreach-call.c,Maybe,12.47,Maybe,12.42,Maybe,12.31,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/rekcba_aso_false-unreach-call.1.M1.c,TIMEOUT,300.11,TIMEOUT,300.09,TIMEOUT,300.1,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/list_true-unreach-call.c,TIMEOUT,300.11,TIMEOUT,300.11,TIMEOUT,300.01,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/Problem07_label00_true-unreach-call.c,TIMEOUT,300.15,TIMEOUT,300.14,TIMEOUT,300.13,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/Addition01_true-unreach-call_true-termination.c,YES,0.34,YES,0.34,YES,0.33,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/cs_time_var_mutex_true-unreach-call.c,Failed,0.24,Failed,0.27,Failed,0.26,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/dll_of_dll_true-unreach-call.c,TIMEOUT,300.03,TIMEOUT,300.03,TIMEOUT,300.03,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/skiplist_3lvl_true-valid-memsafety.c,Maybe,0.68,Maybe,0.7,Maybe,0.69,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/token_ring.01_false-unreach-call_false-termination.cil.c,Maybe,0.04,Maybe,0.05,Maybe,0.06,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/sum_2x3_false-unreach-call.c,YES,0.19,YES,0.18,YES,0.19,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/standard_copy7_true-unreach-call_ground.c,Failed,10.84,Failed,10.83,Failed,10.74,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/960521-1_1_true-valid-memsafety.c,YES,2.43,YES,2.41,YES,2.42,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/mem_slave_tlm.1_true-unreach-call_false-termination.cil.c,Maybe,0.07,Maybe,0.07,Maybe,0.06,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/Problem05_label00_false-unreach-call.c,Maybe,39.84,Maybe,40.19,Maybe,40.59,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/id2_b2_o3_true-unreach-call.c,TIMEOUT,300.02,TIMEOUT,300.02,TIMEOUT,300.02,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/Primes_true-unreach-call.c,YES,1.15,YES,1.27,YES,1.26,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/Problem12_label00_false-unreach-call.c,Maybe,225.61,Maybe,219.26,Maybe,218.13,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/test-0521_true-valid-memsafety.c,TIMEOUT,300.12,TIMEOUT,300.05,TIMEOUT,300.12,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/cs_stateful_false-unreach-call.c,Failed,2.41,Failed,2.37,Failed,2.36,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/afterrec_2calls_false-unreach-call.c,Maybe,0.09,Maybe,0.1,Maybe,0.09,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/data_structures_set_multi_proc_false-unreach-call_ground.c,TIMEOUT,300.68,TIMEOUT,300.66,TIMEOUT,300.64,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/elevator_spec1_product01_true-unreach-call.cil.c,TIMEOUT,300.08,TIMEOUT,300.08,TIMEOUT,300.07,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/Problem13_label00_true-unreach-call.c,TIMEOUT,300.09,TIMEOUT,300.1,TIMEOUT,300.1,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/token_ring.10_false-unreach-call_false-termination.cil.c,Maybe,0.07,Maybe,0.07,Maybe,0.08,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/transmitter.06_false-unreach-call_false-termination.cil.c,Maybe,0.06,Maybe,0.05,Maybe,0.06,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/Problem04_label00_true-unreach-call.c,Maybe,24.1,Maybe,24.09,Maybe,24.13,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/pals_lcr.8_false-unreach-call.1.ufo.BOUNDED-16.pals.c,Maybe,36.37,Maybe,37.26,Maybe,36.85,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/Problem16_label00_false-unreach-call.c,Maybe,40.1,Maybe,39.3,Maybe,40.16,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/Problem01_label00_true-unreach-call.c,Maybe,12.28,Maybe,12.38,Maybe,12.22,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/tree_stack_true-valid-memsafety.c,Maybe,0.86,Maybe,0.84,Maybe,0.85,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/Problem17_label00_true-unreach-call.c,TIMEOUT,300.13,TIMEOUT,300.13,TIMEOUT,300.13,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/pals_lcr-var-start-time.6_false-unreach-call.1.ufo.BOUNDED-12.pals.c,Maybe,18.2,Maybe,17.75,Maybe,17.88,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/test-0219_true-valid-memsafety.c,Maybe,1.14,Maybe,1.14,Maybe,1.13,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/Problem14_label00_true-unreach-call.c,Maybe,18.51,Maybe,18.18,Maybe,18.54,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/stateful_check_false-unreach-call.c,Maybe,1.37,Maybe,1.43,Maybe,1.31,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/simple-ext_1_true-valid-memsafety.c,Maybe,6.24,Maybe,3.43,Maybe,3.43,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/pals_lcr.3_false-unreach-call.1.ufo.BOUNDED-6.pals.c,Maybe,4.77,Maybe,4.51,Maybe,4.93,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/sorting_bubblesort_true-unreach-call_ground.c,Failed,10.36,Failed,10.57,Failed,10.22,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/merge_sort_true-unreach-call.c,Maybe,3.56,Maybe,4.14,Maybe,4.09,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/pals_STARTPALS_ActiveStandby_false-unreach-call.1.ufo.BOUNDED-10.pals.c,Maybe,13.58,Maybe,13.68,Maybe,13.83,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/Problem08_label00_true-unreach-call.c,TIMEOUT,300.22,TIMEOUT,300.21,TIMEOUT,300.21,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/recHanoi01_true-unreach-call_true-termination.c,YES,0.38,YES,0.38,YES,0.39,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/BallRajamani-SPIN2000-Fig1_false-unreach-call.c,YES,0.19,YES,0.25,YES,0.26,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/dll_extends_pointer_true-valid-memsafety.c,Maybe,3.35,Maybe,3.3,Maybe,3.26,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/cs_fib_longer_true-unreach-call.c,Failed,0.86,Failed,1.11,Failed,1.18,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/cs_szymanski_true-unreach-call.c,Failed,0.25,Failed,0.24,Failed,0.25,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/bubble_sort_linux_true-unreach-call.c,Maybe,0.38,Maybe,0.38,Maybe,0.52,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/fibo_2calls_2_false-unreach-call.c,Maybe,0.18,Maybe,0.18,Maybe,0.18,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/transmitter.01_false-unreach-call_false-termination.cil.c,Maybe,0.05,Maybe,0.05,Maybe,0.06,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/Problem18_label00_false-unreach-call.c,Maybe,95.09,Maybe,96.41,Maybe,95.5,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/gcd01_true-unreach-call_true-termination.c,YES,0.26,YES,0.25,YES,0.25,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/diskperf_simpl1_true-unreach-call_true-termination.cil.c,Maybe,0.85,Maybe,0.85,Maybe,0.86,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/s3_srvr_1_false-unreach-call.cil.c,TIMEOUT,300.13,TIMEOUT,300.09,TIMEOUT,300.13,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/transmitter.11_false-unreach-call_false-termination.cil.c,Maybe,0.06,Maybe,0.07,Maybe,0.07,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/splice_true-unreach-call.c,Maybe,3.6,Maybe,4.51,Maybe,3.61,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/cdaudio_simpl1_false-unreach-call_true-termination.cil.c,Maybe,1.31,Maybe,1.35,Maybe,1.34,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/s3_srvr_14_false-unreach-call.cil.c,Maybe,10.39,Maybe,10.29,Maybe,10.8,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/id_i10_o10_false-unreach-call.c,YES,0.18,YES,0.17,YES,0.18,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/Problem15_label00_false-unreach-call.c,Maybe,282.36,Maybe,288.61,Maybe,289.34,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/floppy_simpl3_false-unreach-call_true-termination.cil.c,Maybe,0.76,Maybe,1.07,Maybe,1.11,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/standard_password_true-unreach-call_ground.c,Failed,0.21,Failed,0.21,Failed,0.22,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/lockfree-3.0_true-valid-memsafety.c,Maybe,0.62,Maybe,0.63,Maybe,0.9,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/transmitter.16_false-unreach-call_false-termination.cil.c,Maybe,0.07,Maybe,0.06,Maybe,0.07,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/s3_clnt_1_false-unreach-call.cil.c,TIMEOUT,300.14,TIMEOUT,300.14,TIMEOUT,300.13,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/test-0234_true-valid-memsafety.c,Maybe,1.66,Maybe,1.66,Maybe,1.67,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/pc_sfifo_1_false-unreach-call_false-termination.cil.c,Maybe,0.06,Maybe,0.06,Maybe,0.05,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/pals_floodmax.3_false-unreach-call.1.ufo.BOUNDED-6.pals.c,Maybe,11.02,Maybe,11.1,Maybe,11.3,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/Problem10_label00_true-unreach-call.c,Maybe,14.4,Maybe,14.43,Maybe,14.38,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/test_locks_15_true-unreach-call_false-termination.c,TIMEOUT,300.12,TIMEOUT,300.11,TIMEOUT,300.11,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/test-0513_1_true-valid-memsafety.c,YES,9.94,YES,10.02,YES,10.35,True
TPDB_Y2024_filtered_VBS/SV-COMP_Mixed_Categories/bist_cell_true-unreach-call_false-termination.cil.c,Maybe,8.15,Maybe,8.38,Maybe,8.39,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_openbsd_cstrpbrk_alloca.c,Failed,0.24,Failed,0.25,Failed,0.27,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_strreplace_alloca.c,Failed,0.24,Failed,0.23,Failed,0.23,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_openbsd_cstrncat_alloca.c,Failed,0.2,Failed,0.23,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_LarrazOliverasRodriguez-CarbonellRubio-2013FMCAD-Fig1_true-alloca.c,Failed,0.19,Failed,0.23,Failed,0.22,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_Urban_true-alloca.c,Failed,0.2,Failed,0.23,Failed,0.23,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_openbsd_cstrncpy_alloca.c,Failed,0.19,Failed,0.24,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_Velroyen_false-unreach-label-termination-alloca.c,Failed,0.2,Failed,0.24,Failed,0.25,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_mult_array_alloca.c,Failed,0.19,Failed,0.24,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_add_last_alloca.c,Failed,0.2,Failed,0.25,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_c.07-alloca.c,Failed,0.24,Failed,0.24,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_java_Nested-alloca.c,Failed,0.24,Failed,0.23,Failed,0.25,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_aviad_true-alloca.c,Failed,0.23,Failed,0.22,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_Masse_true-alloca.c,Failed,0.24,Failed,0.23,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_cstrncpy_alloca.c,Failed,0.23,Failed,0.24,Failed,0.25,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_cstrncat_alloca.c,Failed,0.25,Failed,0.24,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_a.07-alloca.c,Failed,0.24,Failed,0.23,Failed,0.25,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_java_AG313-alloca.c,Failed,0.24,Failed,0.23,Failed,0.25,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_cstrcat_alloca.c,Failed,0.24,Failed,0.23,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_openbsd_cstpncpy_alloca.c,Failed,0.25,Failed,0.23,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_TelAviv-Amir-Minimum_true-alloca.c,Failed,0.25,Failed,0.24,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_CookSeeZuleger-2013TACAS-Fig7a_true-alloca.c,Failed,0.23,Failed,0.24,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_openbsd_cstrcspn_alloca.c,Failed,0.23,Failed,0.24,Failed,0.25,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_BrockschmidtCookFuhs-2013CAV-Fig1_true-alloca.c,Failed,0.25,Failed,0.24,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_subseq_alloca.c,Failed,0.24,Failed,0.24,Failed,0.25,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_b.16-alloca.c,Failed,0.24,Failed,0.23,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_b.06-alloca.c,Failed,0.24,Failed,0.24,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_genady_true-alloca.c,Failed,0.25,Failed,0.24,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-alloca.c,Failed,0.24,Failed,0.24,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_NoriSharma-2013FSE-Fig7_true-alloca.c,Failed,0.24,Failed,0.23,Failed,0.25,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_array02_alloca.c,Failed,0.24,Failed,0.24,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_a.04-alloca.c,Failed,0.25,Failed,0.23,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_java_Continue1-alloca.c,Failed,0.25,Failed,0.25,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_c.08-alloca.c,Failed,0.24,Failed,0.23,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_NoriSharma-2013FSE-Fig8_true-alloca.c,Failed,0.25,Failed,0.24,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_b.18-alloca.c,Failed,0.25,Failed,0.24,Failed,0.25,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_b.13-alloca.c,Failed,0.24,Failed,0.25,Failed,0.23,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_cstrchr_true_alloca.c,Failed,0.24,Failed,0.24,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_cstrncmp_true_alloca.c,Failed,0.25,Failed,0.24,Failed,0.25,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_b.05-alloca.c,Failed,0.24,Failed,0.23,Failed,0.25,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_cstrpbrk_true_alloca.c,Failed,0.25,Failed,0.23,Failed,0.25,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_openbsd_cstrlcpy_alloca.c,Failed,0.23,Failed,0.24,Failed,0.25,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_cstrcpy_alloca.c,Failed,0.24,Failed,0.25,Failed,0.23,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_array03_alloca.c,Failed,0.24,Failed,0.23,Failed,0.23,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_java_LogBuiltIn-alloca.c,Failed,0.24,Failed,0.24,Failed,0.23,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_Toulouse-MultiBranchesToLoop_true-alloca.c,Failed,0.23,Failed,0.24,Failed,0.23,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_ex1-alloca.c,Failed,0.25,Failed,0.24,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_GulwaniJainKoskinen-2009PLDI-Fig1_true-alloca.c,Failed,0.24,Failed,0.23,Failed,0.24,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_ex3b-alloca.c,Failed,0.24,Failed,0.24,Failed,0.23,True
TPDB_Y2024_filtered_VBS/AProVE_memory_alloca/svcomp_java_Sequence-alloca.c,Failed,0.25,Failed,0.22,Failed,0.23,True
