file,SVMRresult,svmr_statuses,result_2ls,2ls_time,irank_result,irank_time,cpalasso25_result,cpalasso25_time,cpageneral25_result,cpageneral25_time,cpalasso260122result,cpalasso260122time,cpageneral260122result,cpageneral260122time,AProVEonline24,Ultimate-online,AProVEonline25,MuVal-online,Ultimate260122_result,Ultimate260122_time_taken,ET+CPAlasso25,loop_type,loops_count,loops_depth,loop_condition_variables_count,has_break,loop_condition_always_true,initial_sat_condition,array_operator,pointer_operator,lines,language,program_type,recur_type,SVMR_is_term,CPA_is_term,Combo_is_term
svcomp_ex2.c,failed,Failed,Unknown,0.5,Unknown,50.98942494,Unknown,3.05,Unknown,3.52,Unknown,1.45,Unknown,262.58,Terminate,Unknown,timeout,Terminate,Unknown,9.09,Unknown,Linear,1,1,2,False,False,True,False,True,25,C,loop,,False,False,False
GulavaniGulwani-CAV2008-Fig1a_true-termination.c,failed,Failed,Terminate,0.16,Terminate,3.352276325,Terminate,3.42,Unknown,266.11,Terminate,1.61,Terminate,1.63,Terminate,Terminate,Terminate,Terminate,Terminate,4.62,Terminate,Linear,1,1,2,False,False,True,False,False,28,C,loop,,False,True,True
svcomp_ex3a.c,failed,Failed,Terminate,0.23,Unknown,2.780764341,Nonterminate,2.42,Unknown,279.1,Nonterminate,1.33,Unknown,265.59,Terminate,Unknown,Terminate,Terminate,Unknown,7.01,Nonterminate,Linear,1,1,1,False,False,True,False,True,15,C,loop,,False,False,False
HeizmannHoenickeLeikePodelski-ATVA2013-Fig9_true-termination.c,Unknown,Unknown,Terminate,0.14,Unknown,4.381327629,Unknown,2.27,Unknown,2.87,Unknown,1.4,Unknown,295.94,Terminate,Terminate,Terminate,Terminate,Terminate,4.76,Unknown,Linear,1,1,2,False,False,True,False,True,22,C,loop,,False,False,False
svcomp_Toulouse-MultiBranchesToLoop_true-alloca.c,Unknown,Unknown,Failed,0.23,Failed,0.47383523,Unknown,12.03,Unknown,12.21,Unknown,6.81,Unknown,279.34,Terminate,Terminate,Terminate,Terminate,Terminate,6.6,Unknown,Linear,1,1,2,False,False,True,False,True,61,C,loop,,False,False,False
PastaA7.c,Unknown,Unknown,Terminate,0.26,Terminate,1.901131392,Terminate,2.27,Terminate,2.76,Terminate,1.39,Terminate,1.47,Terminate,Terminate,Terminate,Terminate,Terminate,3.78,Terminate,Linear,1,1,3,False,False,True,False,True,19,C,loop,,False,True,True
svcomp_java_LogBuiltIn.c,Unknown,Unknown,Terminate,0.39,Terminate,1.565745592,Terminate,23.43,Unknown,265.17,Terminate,10.46,Terminate,10.02,Terminate,Terminate,Terminate,Terminate,Terminate,3.76,Terminate,Linear,1,1,1,False,False,True,False,False,20,C,loop,,False,True,True
svcomp_b.03_assume-alloca.c,failed,Failed,Failed,0.23,Failed,0.342923641,Unknown,2.51,Unknown,2.57,Unknown,1.5,Unknown,295.22,Terminate,Terminate,Terminate,Terminate,Terminate,4.0,Unknown,Linear,1,1,2,False,False,True,False,True,27,C,loop,,False,False,False
svcomp_NoriSharma-2013FSE-Fig7_true-alloca.c,failed,Failed,Failed,0.24,Failed,0.474297762,Unknown,43.29,Unknown,41.54,Unknown,27.72,Unknown,260.1,Terminate,Terminate,Terminate,Terminate,Terminate,19.0,Unknown,Linear,1,1,4,False,False,True,False,True,20,C,loop,,False,False,False
Benghazi_true-termination.c,failed,Failed,Failed,300.11,Terminate,1.970355511,Terminate,3.41,Terminate,3.6,Terminate,1.58,Terminate,1.71,Terminate,Terminate,Terminate,Terminate,Terminate,4.04,Terminate,Linear,1,1,1,False,False,True,False,False,29,C,loop,,False,True,True
AliasDarteFeautrierGonnord-SAS2010-counterex1a_true-termination.c,Unknown,Unknown,Unknown,0.49,Terminate,196.665844,Terminate,7.76,Failed,298.41,Terminate,3.29,Terminate,3.22,Terminate,Terminate,Terminate,Terminate,Terminate,6.22,Terminate,Linear,1,1,3,False,False,True,False,True,30,C,loop,,False,True,True
easy2_true-termination.c,failed,Failed,Terminate,0.27,Terminate,1.115480185,Terminate,2.54,Unknown,267.58,Terminate,1.41,Terminate,1.53,Terminate,Terminate,Terminate,Terminate,Terminate,5.66,Terminate,Linear,1,1,1,False,False,True,False,False,26,C,loop,,False,True,True
svcomp_openbsd_cmemset_alloca.c,Unknown,Unknown,Failed,0.25,Failed,0.470044374,Unknown,2.62,Unknown,2.7,Unknown,1.42,Unknown,270.52,Terminate,Terminate,Terminate,Terminate,Unknown,8.76,Unknown,Linear,1,1,1,False,False,True,False,True,31,C,loop,,False,False,False
HeizmannHoenickeLeikePodelski-ATVA2013-Fig4_true-termination.c,Unknown,Unknown,Terminate,0.11,Terminate,1.186808586,Terminate,2.83,Terminate,3.3,Terminate,1.37,Terminate,1.46,Terminate,Terminate,Terminate,Terminate,Terminate,3.79,Terminate,Linear,1,1,2,False,False,True,False,False,21,C,loop,,False,True,True
aaron3_true-termination.c,Unknown,Unknown,Unknown,0.4,Terminate,0.960868597,Terminate,2.83,Terminate,3.49,Terminate,1.43,Terminate,1.19,Terminate,Terminate,Terminate,timeout,Terminate,3.68,Terminate,Linear,1,1,4,False,False,False,False,True,27,C,loop,,False,True,True
svcomp_b.12.c,failed,Failed,Terminate,0.21,Terminate,12.48464584,Terminate,2.58,Terminate,3.08,Terminate,1.6,Terminate,1.63,Terminate,Terminate,Terminate,Terminate,Terminate,4.01,Terminate,Linear,1,1,1,False,False,True,False,False,23,C,loop,,False,True,True
MenloPark_true-termination.c,Unknown,Unknown,Unknown,0.83,Terminate,1.644768238,Terminate,3.61,Terminate,3.74,Terminate,1.75,Terminate,1.78,Unknown,Terminate,timeout,Terminate,Terminate,3.85,Terminate,Linear,1,1,1,False,False,True,False,False,28,C,loop,,False,True,True
AliasDarteFeautrierGonnord-SAS2010-cousot9_true-termination.c,failed,Failed,Terminate,0.2,Terminate,2.243287802,Terminate,3.55,Terminate,4.48,Terminate,1.59,Terminate,1.69,Terminate,Terminate,Terminate,Terminate,Terminate,4.55,Terminate,Linear,1,1,1,False,False,True,False,False,24,C,loop,,False,True,True
Bangalore_v4_true-termination.c,Unknown,Unknown,Unknown,0.14,Terminate,0.971367836,Unknown,2.77,Unknown,2.96,Unknown,1.31,Unknown,295.36,Terminate,Terminate,Terminate,Terminate,Terminate,4.84,Unknown,Linear,1,1,1,False,False,True,False,False,22,C,loop,,False,False,False
nondet_ll_init.c,Unknown,Unknown,Terminate,0.99,Failed,0.339472771,Unknown,2.29,Unknown,2.38,Unknown,1.4,Unknown,282.85,Terminate,Terminate,Terminate,Terminate,Terminate,4.29,Unknown,Linear,1,1,2,False,False,True,False,True,28,C,loop,,False,False,False
svcomp_a.05-alloca.c,Unknown,Unknown,Failed,0.24,Failed,0.349060535,Unknown,3.05,Unknown,3.82,Unknown,1.81,Unknown,292.1,Terminate,Terminate,Terminate,Terminate,Terminate,4.08,Unknown,Linear,1,1,2,False,False,True,False,True,22,C,loop,,False,False,False
Stockholm_true-termination.c,Unknown,Unknown,Terminate,0.18,Terminate,1.902859926,Terminate,2.15,Terminate,2.64,Terminate,1.42,Terminate,1.45,Terminate,Terminate,Terminate,Terminate,Terminate,3.84,Terminate,Linear,1,1,1,False,False,True,False,False,23,C,loop,,False,True,True
svcomp_b.12-alloca.c,Unknown,Unknown,Failed,0.26,Failed,0.476222038,Unknown,2.99,Unknown,2.99,Unknown,1.8,Unknown,278.51,Terminate,Terminate,Terminate,Terminate,Terminate,4.81,Unknown,Linear,1,1,1,False,False,True,False,True,30,C,loop,,False,False,False
HeizmannHoenickeLeikePodelski-ATVA2013-Fig1_true-termination.c,Unknown,Unknown,Unknown,0.62,Terminate,1.632233143,Terminate,2.82,Terminate,3.28,Terminate,1.41,Terminate,1.43,Terminate,Terminate,Terminate,Terminate,Terminate,3.89,Terminate,Linear,1,1,1,False,False,True,False,False,22,C,loop,,False,True,True
PlusSwap.c,failed,Failed,Terminate,0.52,Terminate,1.214020491,Terminate,3.07,Terminate,3.35,Terminate,1.5,Terminate,1.55,Terminate,Terminate,Terminate,Terminate,Terminate,3.85,Terminate,Linear,1,1,1,False,False,True,False,False,24,C,loop,,False,True,True
Copenhagen_true-termination.c,failed,Failed,Terminate,0.45,Terminate,1.11929059,Terminate,2.98,Terminate,3.43,Terminate,1.42,Terminate,1.43,Terminate,Terminate,Terminate,Terminate,Terminate,4.19,Terminate,Linear,1,1,2,False,False,True,False,True,22,C,loop,,False,True,True
