file,SVMRresult,svmr_statuses,result_2ls,2ls_time,irank_result,irank_time,cpalasso25_result,cpalasso25_time,cpageneral25_result,cpageneral25_time,cpalasso260122result,cpalasso260122time,cpageneral260122result,cpageneral260122time,AProVEonline24,Ultimate-online,AProVEonline25,MuVal-online,Ultimate260122_result,Ultimate260122_time_taken,ET+CPAlasso25,loop_type,loops_count,loops_depth,loop_condition_variables_count,has_break,loop_condition_always_true,initial_sat_condition,array_operator,pointer_operator,lines,language,program_type,recur_type
LeikeHeizmann-TACAS2014-Ex8_true-termination.c,Terminate,TERMINATE,Unknown,0.46,Terminate,2.61330843,Unknown,2.54,Unknown,3.03,Unknown,1.51,Unknown,265.22,Terminate,Terminate,Terminate,Terminate,Terminate,4.4,Terminate,Linear,1,1,1,False,False,True,False,False,27,C,loop,
s3_clnt_1_false-unreach-call.cil.c,failed,Failed,Failed,300.14,Failed,300.0,TIMEOUT,300.16,TIMEOUT,300.07,TIMEOUT,310.09,TIMEOUT,310.15,timeout,Unknown,timeout,timeout,Terminate,9.82,Failed,Linear,1,1,0,False,True,True,False,True,770,C,loop,
ChawdharyCookGulwaniSagivYang-ESOP2008-aaron4_true-termination.c,failed,Failed,Unknown,0.49,Failed,300.0,Unknown,288.24,Terminate,6.73,Unknown,295.46,Unknown,132.85,Terminate,Terminate,timeout,timeout,Terminate,4.42,Unknown,Linear,1,1,4,False,False,True,False,True,36,C,loop,
BradleyMannaSipma-CAV2005-Fig1_true-termination.c,failed,Failed,Terminate,0.22,Unknown,9.309854269,Unknown,2.27,Unknown,2.43,Unknown,1.38,Unknown,297.16,Terminate,Terminate,Terminate,Terminate,Terminate,5.53,Unknown,Linear,1,1,2,False,False,True,False,True,33,C,loop,
GCD3.c,failed,Failed,Terminate,0.49,Terminate,3.040864706,Unknown,3.37,Unknown,3.13,Unknown,1.65,Unknown,273.85,Terminate,Terminate,Terminate,Terminate,Terminate,5.32,Unknown,Multiple,3,1,3,False,False,True,False,True,41,C,loop,
ChawdharyCookGulwaniSagivYang-ESOP2008-aaron1_true-termination.c,failed,Failed,Unknown,0.45,Terminate,237.4918015,Terminate,3.58,Terminate,4.24,Terminate,1.88,Terminate,2.21,Terminate,Terminate,Terminate,Terminate,Terminate,4.1,Terminate,Linear,1,1,4,False,False,True,False,True,30,C,loop,
svcomp_b.06-alloca.c,Unknown,Unknown,Failed,0.24,Failed,0.345372915,Unknown,3.38,Unknown,3.89,Unknown,1.96,Unknown,292.11,Terminate,Terminate,Terminate,Terminate,Terminate,4.0,Unknown,Linear,1,1,1,False,False,True,False,True,23,C,loop,
AliasDarteFeautrierGonnord-SAS2010-Fig1_true-termination.c,failed,Failed,Unknown,0.57,Terminate,12.76794291,Terminate,5.92,Terminate,7.64,Terminate,2.67,Terminate,2.64,Terminate,Terminate,Terminate,timeout,Terminate,6.38,Terminate,Nested,2,2,4,False,False,True,False,True,23,C,loop,
svcomp_b.02.c,Unknown,Unknown,Terminate,0.27,Terminate,1.183323383,Terminate,3.08,Terminate,3.49,Terminate,1.47,Terminate,1.54,Terminate,Terminate,Terminate,Terminate,Terminate,3.86,Terminate,Linear,1,1,2,False,False,True,False,False,16,C,loop,
svcomp_b.13-alloca.c,failed,Failed,Failed,0.24,Failed,0.472171783,Unknown,4.7,Unknown,4.95,Unknown,2.47,Unknown,282.37,Terminate,Terminate,Terminate,Terminate,Terminate,64.04,Unknown,Linear,1,1,2,False,False,True,False,True,32,C,loop,
Gothenburg_true-termination.c,failed,Failed,Unknown,0.83,Terminate,2.71927762,Terminate,2.75,Terminate,3.41,Terminate,1.76,Terminate,1.78,Terminate,Terminate,Terminate,Terminate,Terminate,4.92,Terminate,Linear,1,1,2,False,False,True,False,False,26,C,loop,
GulavaniGulwani-CAV2008-Fig1c_true-termination.c,Unknown,Unknown,Terminate,0.15,Terminate,1.211231709,Terminate,2.86,Terminate,3.53,Terminate,1.55,Terminate,1.58,Terminate,Terminate,Terminate,Terminate,Terminate,3.8,Terminate,Linear,1,1,2,False,False,True,False,False,23,C,loop,
svcomp_cstrspn_true-termination.c,Unknown,Unknown,Unknown,0.61,Failed,0.476391554,Unknown,3.96,Unknown,4.16,Unknown,1.98,Unknown,263.45,Terminate,Unknown,Terminate,timeout,Unknown,11.05,Unknown,Nested,2,2,3,False,False,True,True,True,44,C,loop,
ChenFlurMukhopadhyay-SAS2012-Ex2.08_true-termination.c,Terminate,TERMINATE,Unknown,0.63,Terminate,1.166841745,Unknown,2.82,Unknown,3.97,Unknown,1.82,Unknown,269.36,Terminate,Terminate,Terminate,Terminate,Terminate,3.8,Terminate,Linear,1,1,1,False,False,True,False,True,28,C,loop,
desc_ll_search_existing.c,Terminate,TERMINATE,Unknown,0.94,Failed,0.477369785,Unknown,5.6,Unknown,5.18,Unknown,2.87,Unknown,283.68,Terminate,timeout,Terminate,timeout,Unknown,20.46,Terminate,Multiple,2,1,5,False,False,True,False,True,39,C,loop,
nondet_ll_insert.c,Unknown,Unknown,Unknown,0.94,Failed,0.34095645,Unknown,4.29,Unknown,4.58,Unknown,2.38,Unknown,282.97,Terminate,timeout,Terminate,Failed,Unknown,202.28,Unknown,Multiple,2,1,6,False,False,True,False,True,53,C,loop,
PastaC7.c,failed,Failed,Unknown,1.48,Terminate,1.987335443,Terminate,2.26,Terminate,2.88,Terminate,1.52,Terminate,1.60,Terminate,Terminate,Terminate,Terminate,Terminate,3.97,Terminate,Linear,1,1,3,False,False,True,False,True,21,C,loop,
svcomp_java_Sequence.c,Unknown,Unknown,Terminate,0.33,Terminate,1.15984273,Failed,277.13,Failed,275.52,Failed,298.74,Terminate,1.79,Terminate,Terminate,Terminate,Terminate,Terminate,3.8,Unknown,Multiple,2,1,2,False,False,True,False,False,7,C,loop,
ChenFlurMukhopadhyay-SAS2012-Fig1_true-termination.c,failed,Failed,Terminate,0.96,Terminate,1.646982908,Terminate,3.64,Terminate,4.43,Terminate,1.97,Terminate,1.92,Terminate,Terminate,Terminate,Terminate,Terminate,4.1,Terminate,Linear,1,1,1,False,False,True,False,False,25,C,loop,
Avery-FLOPS2006-Table1_true-termination.c,Terminate,TERMINATE,Terminate,0.43,Terminate,2.445770264,Terminate,5.83,TIMEOUT,300.04,Terminate,2.76,Terminate,2.50,Terminate,Terminate,Terminate,Terminate,Terminate,4.03,Terminate,Multiple,2,1,2,False,False,True,False,False,35,C,loop,
svcomp_java_LogBuiltIn-alloca.c,Terminate,TERMINATE,Failed,0.24,Failed,0.466133595,Unknown,5.05,Unknown,5.11,Unknown,2.47,Unknown,288.88,Terminate,Terminate,Terminate,Terminate,Terminate,3.99,Terminate,Linear,1,1,1,False,False,True,False,True,20,C,loop,
McCarthyIterative.c,Unknown,Unknown,Terminate,0.14,Terminate,2.096891165,Terminate,8.78,Unknown,274.34,Terminate,5.44,Terminate,5.28,Terminate,timeout,Terminate,timeout,Terminate,5.95,Terminate,Linear,1,1,1,False,False,True,False,False,22,C,loop,
svcomp_genady_true-alloca.c,failed,Failed,Failed,0.25,Failed,0.347351313,Unknown,3.16,Unknown,3.27,Unknown,1.45,Unknown,295.50,Terminate,Terminate,Terminate,Terminate,Terminate,3.86,Unknown,Linear,1,1,2,False,False,True,False,True,10,C,loop,
svcomp_b.02-alloca.c,Terminate,TERMINATE,Failed,0.23,Failed,0.336876392,Unknown,3.85,Unknown,4.06,Unknown,1.77,Unknown,291.82,Terminate,Terminate,Terminate,Terminate,Terminate,4.16,Terminate,Linear,1,1,2,False,False,True,False,True,23,C,loop,
svcomp_java_BubbleSort_alloca.c,failed,Failed,Failed,0.23,Failed,0.347503424,Unknown,3.39,Unknown,3.43,Unknown,1.57,Unknown,266.18,Unknown,MAYBE,timeout,Terminate,Terminate,6.33,Unknown,Multiple,2,1,3,False,False,True,True,True,25,C,loop,
Thun_true-termination.c,failed,Failed,Unknown,0.54,Terminate,1.216762066,Terminate,3.17,Terminate,3.61,Terminate,1.47,Terminate,1.50,Terminate,Terminate,Terminate,Terminate,Terminate,3.81,Terminate,Linear,1,1,1,False,False,True,False,True,33,C,loop,
DivMinus2.c,failed,Failed,Unknown,1.46,Terminate,19.73166084,Terminate,3.79,Terminate,4.53,Terminate,1.75,Terminate,2.06,Terminate,Terminate,Terminate,Terminate,Terminate,5.34,Terminate,Nested,2,2,3,False,False,True,False,True,29,C,loop,
svcomp_openbsd_cstrlcpy_alloca.c,failed,"ERROR,TERMINATE",Failed,0.23,Failed,0.344657183,Unknown,4.04,Unknown,4.09,Unknown,1.88,Unknown,265.24,Terminate,Unknown,Terminate,timeout,Unknown,11.16,Unknown,Multiple,2,1,2,True,False,True,True,True,51,C,loop,
recHanoi01_true-unreach-call_true-termination.c,,,Terminate,0.38,Failed,0.319832563,Unknown,1.82,Unknown,2.01,Failed,0.40,Failed,0.40,Terminate,timeout,Terminate,Failed,TIMEOUT,300.02,Unknown,,0,0,0,False,False,True,False,True,56,C,recur,non-tail
TelAviv-Amir-Minimum_true-termination.c,Unknown,Unknown,Unknown,1.58,Failed,22.41409254,Terminate,2.89,Terminate,3.72,Terminate,1.78,Terminate,1.82,timeout,Terminate,timeout,Terminate,Terminate,6.93,Terminate,Linear,1,1,2,False,False,True,False,True,38,C,loop,
svcomp_b.11-alloca.c,failed,Failed,Failed,0.24,Failed,0.470309734,Unknown,3.33,Unknown,3.35,Unknown,1.87,Unknown,292.34,timeout,Terminate,timeout,Terminate,Terminate,5.82,Unknown,Linear,1,1,2,False,False,True,False,True,30,C,loop,
SyntaxSupportPointer01_true-termination.c,Unknown,Unknown,Terminate,0.6,Failed,0.345550537,Unknown,2.79,Unknown,2.96,Unknown,1.32,Nonterminate,1.39,Terminate,Terminate,Terminate,Terminate,Terminate,3.85,Unknown,Linear,1,1,1,False,False,True,False,True,16,C,loop,
LeeJonesBen-Amram-POPL2001-Ex1_true-termination.c,,,Terminate,0.38,Failed,0.44423008,Unknown,2.09,Failed,2.2,Failed,0.43,Failed,0.43,Terminate,Terminate,Terminate,Terminate,Terminate,4.04,Unknown,,0,0,0,False,False,True,False,False,31,C,recur,tail
PastaC9.c,Terminate,TERMINATE,Terminate,0.39,Terminate,5.351739407,Terminate,2.92,Terminate,3.62,Terminate,1.62,Terminate,1.65,Terminate,Terminate,Terminate,Terminate,Terminate,4.47,Terminate,Linear,1,1,2,False,False,True,False,True,24,C,loop,
svcomp_aviad_true-alloca.c,Unknown,Unknown,Failed,0.23,Failed,0.473970652,Unknown,4.66,Unknown,5.15,Unknown,2.26,Unknown,288.79,Terminate,timeout,Terminate,Terminate,Terminate,4.41,Unknown,Linear,1,1,1,False,False,True,False,True,25,C,loop,
ChenFlurMukhopadhyay-SAS2012-Ex2.18_true-termination.c,Unknown,Unknown,Unknown,2.09,Terminate,1.733024597,Terminate,2.77,Terminate,3.26,Terminate,1.49,Terminate,1.52,Terminate,Terminate,Terminate,Terminate,Terminate,3.83,Terminate,Linear,1,1,1,False,False,True,False,True,31,C,loop,
svcomp_c.08.c,Unknown,Unknown,Terminate,0.37,Terminate,1.888632059,Terminate,3.51,Terminate,3.84,Terminate,1.63,Terminate,2.00,Terminate,Terminate,Terminate,Terminate,Terminate,4.2,Terminate,Nested,2,2,2,False,False,True,False,False,19,C,loop,
RecursiveMultiplication_true-termination.c,,,Terminate,0.21,Failed,0.329777718,Unknown,2.17,Failed,2.19,Failed,0.41,Failed,0.42,Terminate,Terminate,Terminate,Failed,Terminate,4.71,Unknown,,0,0,0,False,False,True,False,True,27,C,recur,non-tail
PastaC3.c,Terminate,TERMINATE,Terminate,0.24,Terminate,2.222445488,Terminate,3.74,Terminate,4.29,Terminate,1.78,Terminate,2.11,Terminate,Terminate,Terminate,Terminate,Terminate,4.34,Terminate,Linear,1,1,2,False,False,True,False,False,22,C,loop,
svcomp_c.07-alloca.c,Terminate,TERMINATE,Failed,0.24,Failed,0.465566158,Unknown,8.1,Unknown,8.38,Unknown,3.83,Nonterminate,1.49,Terminate,Terminate,Terminate,timeout,Terminate,4.6,Terminate,Linear,1,1,1,False,False,True,False,True,29,C,loop,
svcomp_b.10-alloca.c,failed,Failed,Failed,0.24,Failed,0.343595505,Unknown,3.28,Unknown,3.99,Unknown,1.83,Unknown,285.94,Terminate,Terminate,Terminate,Terminate,Terminate,4.55,Unknown,Linear,1,1,2,False,False,True,False,True,30,C,loop,
4NestedWith3Variables_true-termination.c,failed,Failed,Unknown,19.2,Terminate,5.514134645,Unknown,2.88,TIMEOUT,300.13,Unknown,1.52,Unknown,295.97,Terminate,Terminate,Terminate,timeout,Terminate,5.21,Unknown,Linear,1,1,1,False,False,True,False,True,29,C,loop,
svcomp_flag.c,Unknown,Unknown,Terminate,0.33,Terminate,5.301789999,Unknown,9.23,Terminate,4.67,Unknown,4.68,Unknown,267.20,Terminate,Terminate,Terminate,Terminate,Terminate,5.82,Unknown,Linear,1,1,1,False,False,True,False,False,16,C,loop,
ChenFlurMukhopadhyay-SAS2012-Ex2.22_true-termination.c,failed,Failed,Terminate,3.52,Terminate,1.966259956,Unknown,2.88,Unknown,3.13,Unknown,1.39,Unknown,288.93,Terminate,Terminate,Terminate,Terminate,Terminate,3.82,Unknown,Linear,1,1,1,True,False,True,False,False,32,C,loop,
AliasDarteFeautrierGonnord-SAS2010-while2_true-termination.c,failed,Failed,Terminate,0.22,Terminate,1.846493959,Terminate,3.54,Terminate,4.02,Terminate,1.64,Terminate,2.02,Terminate,Terminate,Terminate,Terminate,Terminate,4.41,Terminate,Nested,2,2,2,False,False,True,False,False,22,C,loop,
svcomp_Urban_true-alloca.c,failed,Failed,Failed,0.2,Failed,0.347885132,Unknown,3.12,Unknown,3.34,Unknown,1.46,Nonterminate,1.38,Terminate,Terminate,Terminate,Terminate,Terminate,7.74,Unknown,Linear,1,1,2,False,False,True,False,True,25,C,loop,
ChenFlurMukhopadhyay-SAS2012-Ex3.01_true-termination.c,Terminate,TERMINATE,Terminate,0.17,Terminate,1.213907957,Unknown,3.48,Unknown,5.57,Unknown,1.64,Unknown,269.98,Terminate,Terminate,Terminate,Terminate,Terminate,3.81,Terminate,Linear,1,1,2,False,False,True,False,False,29,C,loop,
svcomp_a.05.c,Terminate,TERMINATE,Unknown,6.86,Terminate,1.109806538,Terminate,2.95,Terminate,3.52,Terminate,1.45,Terminate,1.51,Terminate,Terminate,Terminate,Terminate,Terminate,3.81,Terminate,Linear,1,1,2,False,False,True,False,False,15,C,loop,
Arrays03-ValueRestictsIndex_true-termination.c,Unknown,Unknown,Terminate,0.14,Nonterminate,2.939348221,Unknown,2.22,Unknown,2.31,Unknown,1.36,Unknown,295.59,Terminate,Unknown,Terminate,Terminate,Unknown,7.57,Unknown,Linear,1,1,1,False,False,True,True,True,23,C,loop,
svcomp_ex3a-alloca.c,failed,Failed,Failed,0.24,Failed,0.465542555,Unknown,3.03,Unknown,2.41,Unknown,1.49,Unknown,294.57,Terminate,Unknown,Terminate,Terminate,Unknown,8.85,Unknown,Linear,1,1,1,False,False,True,False,True,20,C,loop,
nondet_ll_search_last_n.c,failed,Failed,Unknown,1.39,Failed,0.474986076,Unknown,3.43,Unknown,3.85,Unknown,1.73,Unknown,281.77,Terminate,timeout,Terminate,timeout,Unknown,16.5,Unknown,Multiple,2,1,5,False,False,True,False,True,40,C,loop,
svcomp_cstrpbrk_true_alloca.c,failed,"ERROR,UNKNOWN",Failed,0.25,Failed,0.345362425,Unknown,3.91,Unknown,4.16,Unknown,1.81,Unknown,265.36,Terminate,Unknown,Terminate,timeout,Unknown,11.08,Unknown,Nested,2,2,3,False,False,True,True,True,43,C,loop,
ChenFlurMukhopadhyay-SAS2012-Ex3.03_true-termination.c,failed,Failed,Unknown,1.49,Terminate,2.267417192,Unknown,4.23,Unknown,5.09,Unknown,1.83,Unknown,274.79,Terminate,Terminate,Terminate,Terminate,Terminate,3.92,Unknown,Linear,1,1,1,False,False,True,False,False,30,C,loop,
Log.c,Unknown,Unknown,Terminate,0.54,Terminate,2.274074793,Terminate,3.62,Terminate,4.27,Terminate,1.70,Terminate,2.03,Terminate,Terminate,Terminate,Terminate,Terminate,4.34,Terminate,Nested,2,2,2,False,False,True,False,False,28,C,loop,
PastaA10.c,Terminate,TERMINATE,Terminate,0.23,Terminate,6.618270397,Terminate,2.81,Terminate,3.59,Terminate,1.58,Terminate,1.59,Terminate,Terminate,Terminate,Terminate,Terminate,4.76,Terminate,Linear,1,1,2,False,False,True,False,False,20,C,loop,
ChenFlurMukhopadhyay-SAS2012-Ex2.01_true-termination.c,Unknown,Unknown,Unknown,0.62,Terminate,1.618233204,Unknown,4.28,Unknown,5.52,Unknown,1.86,Unknown,272.66,Terminate,Terminate,Terminate,Terminate,Terminate,3.81,Unknown,Linear,1,1,1,False,False,True,False,False,28,C,loop,
svcomp_b.17-alloca.c,failed,Failed,Failed,0.24,Failed,0.341404438,Unknown,5.53,Unknown,7.2,Unknown,3.02,Nonterminate,1.41,Terminate,timeout,Terminate,Terminate,Terminate,30.24,Unknown,Nested,2,2,3,False,False,True,False,True,28,C,loop,
McCarthy91_Iteration_true-termination.c,Unknown,Unknown,Terminate,0.16,Terminate,1.933270931,Terminate,8.92,Terminate,4.21,Terminate,5.16,Terminate,5.11,Terminate,Terminate,Terminate,Terminate,Terminate,7.47,Terminate,Linear,1,1,1,False,False,True,False,False,24,C,loop,
ChenFlurMukhopadhyay-SAS2012-Ex3.04_true-termination.c,Unknown,Unknown,Unknown,0.51,Terminate,2.271259546,Unknown,4.26,Unknown,16.72,Unknown,1.90,Unknown,264.82,Terminate,Terminate,Terminate,Terminate,Terminate,3.84,Unknown,Linear,1,1,3,False,False,True,False,True,29,C,loop,
LogAG.c,Terminate,TERMINATE,Unknown,1.78,Terminate,2.088848352,Terminate,3.42,Terminate,4.2,Terminate,1.61,Terminate,1.99,Terminate,Terminate,Terminate,Terminate,Terminate,4.65,Terminate,Nested,2,2,2,False,False,True,False,False,29,C,loop,
svcomp_EvenOdd01_true-unreach-call_true-termination_modified.c,,,Failed,300.03,Failed,0.440772057,Unknown,1.82,Failed,1.96,Failed,0.43,Failed,0.39,Terminate,Terminate,Terminate,Failed,Terminate,4.92,Unknown,,0,0,0,False,False,True,False,False,48,C,recur,non-tail
CookSeeZuleger-TACAS2013-Fig7a_true-termination.c,Unknown,Unknown,Terminate,0.26,Terminate,15.82887411,Terminate,3.42,Terminate,3.7,Terminate,1.98,Terminate,2.30,Terminate,Terminate,Terminate,Terminate,Terminate,4.59,Terminate,Linear,1,1,3,False,False,True,False,True,27,C,loop,
IntPath.c,failed,Failed,Unknown,0.12,Unknown,2.176334381,Terminate,2.31,Terminate,2.39,Terminate,1.18,Terminate,1.21,Terminate,Terminate,Terminate,Terminate,Terminate,3.57,Terminate,Linear,1,1,2,False,False,True,False,False,21,C,loop,
CookSeeZuleger-TACAS2013-Fig1_true-termination.c,Unknown,Unknown,Terminate,0.14,Terminate,8.679799557,Terminate,3.55,Terminate,4.48,Terminate,1.68,Terminate,1.78,Terminate,Terminate,Terminate,Terminate,Terminate,4.43,Terminate,Linear,1,1,2,False,False,True,False,True,23,C,loop,
PastaA1.c,Unknown,Unknown,Terminate,0.26,Terminate,1.281229734,Terminate,3.11,Terminate,3.6,Terminate,1.56,Terminate,1.63,Terminate,Terminate,Terminate,Terminate,Terminate,4.48,Terminate,Nested,2,2,2,False,False,True,False,False,19,C,loop,
GulavaniGulwani-CAV2008-Fig1b_true-termination.c,failed,Failed,Terminate,0.32,Terminate,2.751409292,Terminate,3.41,Unknown,267.34,Terminate,1.55,Terminate,1.62,Terminate,Terminate,Terminate,Terminate,Terminate,4.05,Terminate,Multiple,2,1,3,False,False,True,False,False,28,C,loop,
standard_compare_true-unreach-call_ground.c,Unknown,Unknown,Failed,0.21,Terminate,2.983177423,TIMEOUT,300.15,TIMEOUT,300.15,Failed,307.16,Unknown,149.62,Terminate,timeout,Terminate,Terminate,TIMEOUT,300.08,Unknown,Multiple,2,1,2,False,False,True,True,False,21,C,loop,
svcomp_substring_alloca.c,failed,Failed,Failed,0.25,Failed,0.353551149,Unknown,3.93,Unknown,3.98,Unknown,1.76,Unknown,266.08,Terminate,Unknown,Terminate,timeout,Unknown,12.28,Unknown,Nested,2,2,3,False,False,True,True,True,35,C,loop,
ChenFlurMukhopadhyay-SAS2012-Ex2.07_true-termination.c,Terminate,TERMINATE,Unknown,0.5,Terminate,1.236247063,Unknown,4.68,Unknown,4.41,Unknown,2.40,Unknown,262.53,Terminate,Terminate,Terminate,Terminate,Terminate,3.81,Terminate,Linear,1,1,2,False,False,True,False,True,28,C,loop,
nondet_ll_search_last_zero.c,Unknown,Unknown,Unknown,1.28,Failed,0.337691545,Unknown,2.96,Unknown,3.09,Unknown,1.72,Unknown,281.85,Terminate,timeout,Terminate,timeout,Unknown,16.51,Unknown,Multiple,2,1,5,False,False,True,False,True,40,C,loop,
svcomp_a.01-alloca.c,Unknown,Unknown,Failed,0.24,Failed,0.474827528,Unknown,3.56,Unknown,3.8,Unknown,2.11,Unknown,288.34,Terminate,timeout,Terminate,Terminate,Terminate,101.73,Unknown,Nested,2,2,2,False,False,True,False,True,26,C,loop,
Binomial_true.c,failed,"ERROR,TERMINATE",Failed,300.02,Failed,0.323999166,Unknown,2.22,Unknown,2.36,Failed,0.40,Failed,0.41,Unknown,timeout,Unknown,timeout,TIMEOUT,300.03,Unknown,Multiple,2,1,3,False,False,True,False,True,45,C,loop,non-tail
svcomp_c.01-no-inv.c,Unknown,Unknown,Unknown,0.93,Unknown,5.683444262,Terminate,2.95,Terminate,3.51,Terminate,1.66,Terminate,1.98,Terminate,Terminate,Terminate,Terminate,Terminate,4.8,Terminate,Nested,2,2,2,False,False,True,False,True,19,C,loop,
svcomp_java_Break.c,failed,Failed,Terminate,0.21,Terminate,1.033479452,Terminate,7.76,Terminate,6.35,Terminate,3.92,Terminate,1.27,Terminate,Terminate,Terminate,Terminate,Terminate,3.78,Terminate,Linear,1,1,0,True,True,True,False,False,10,C,loop,
McCarthy91_Recursion_true-termination.c,,,Terminate,0.16,Failed,0.442765951,Unknown,2.07,Failed,2.15,Failed,0.42,Failed,0.41,Unknown,Terminate,Unknown,Failed,Terminate,7.16,Unknown,,0,0,0,False,False,True,False,False,17,C,recur,non-tail
PastaB4.c,failed,Failed,Terminate,0.3,Terminate,1.266696453,Unknown,2.83,Unknown,3.18,Unknown,1.38,Unknown,276.80,Terminate,Terminate,Terminate,Terminate,Terminate,3.77,Unknown,Linear,1,1,2,False,False,True,False,False,19,C,loop,
Piecewise_true-termination.c,Terminate,TERMINATE,Unknown,0.32,Terminate,31.30021977,Terminate,3.29,Terminate,4.25,Terminate,1.64,Terminate,1.62,Terminate,Terminate,Terminate,Terminate,Terminate,5.0,Terminate,Linear,1,1,2,False,False,True,False,True,32,C,loop,
HeizmannHoenickeLeikePodelski-ATVA2013-Fig6_true-termination.c,Terminate,TERMINATE,Terminate,0.18,Terminate,1.932519674,Terminate,2.49,Terminate,3.18,Terminate,1.38,Terminate,1.46,Terminate,Terminate,Terminate,Terminate,Terminate,3.87,Terminate,Linear,1,1,1,True,False,True,False,False,25,C,loop,
svcomp_b.03-no-inv_assume-alloca.c,Unknown,Unknown,Failed,0.25,Failed,0.470676661,Unknown,2.71,Unknown,3.2,Unknown,1.53,Unknown,294.96,Terminate,Terminate,Terminate,Terminate,Terminate,3.93,Unknown,Linear,1,1,2,False,False,True,False,True,23,C,loop,
svcomp_Addition01_true-unreach-call_true-termination_modified.c,,,Terminate,0.3,Failed,0.319576979,Unknown,2.13,Failed,2.15,Failed,0.40,Failed,0.42,Terminate,Terminate,Terminate,Terminate,Terminate,4.8,Unknown,,0,0,0,False,False,True,False,False,37,C,recur,tail
Singapore_true-termination.c,failed,Failed,Unknown,0.49,Unknown,4.931873083,Terminate,3.31,Terminate,6.26,Terminate,1.56,Terminate,1.62,timeout,Terminate,timeout,Terminate,Terminate,4.08,Terminate,Linear,1,1,1,False,False,True,False,False,23,C,loop,
svcomp_CookSeeZuleger-2013TACAS-Fig7a_true-alloca.c,Unknown,Unknown,Failed,0.23,Failed,0.470653772,Unknown,3.63,Unknown,3.71,Unknown,1.71,Nonterminate,1.36,Terminate,Terminate,Terminate,Terminate,Terminate,10.2,Unknown,Linear,1,1,3,False,False,True,False,True,20,C,loop,
svcomp_stroeder1_alloca.c,Unknown,Unknown,Failed,0.24,Failed,0.475568771,Unknown,2.41,Unknown,2.75,Unknown,1.40,Unknown,270.71,Terminate,Unknown,Terminate,Terminate,Terminate,3.98,Unknown,Linear,1,1,2,False,False,True,True,True,25,C,loop,
Et1.c,Unknown,Unknown,Unknown,0.86,Terminate,1.933134079,Terminate,3.71,Terminate,5.26,Terminate,1.80,Terminate,1.82,Terminate,Terminate,Terminate,Terminate,Terminate,4.11,Terminate,Linear,1,1,2,False,False,True,False,False,17,C,loop,
svcomp_a.08-alloca.c,Terminate,TERMINATE,Failed,0.23,Failed,0.47321105,Unknown,3.81,Unknown,3.95,Unknown,1.76,Unknown,292.37,Terminate,Terminate,Terminate,Terminate,Terminate,4.02,Terminate,Linear,1,1,2,False,False,True,False,True,23,C,loop,
standard_copy7_true-unreach-call_ground.c,failed,Failed,Failed,10.84,Terminate,16.15393448,TIMEOUT,300.18,TIMEOUT,300.17,Failed,306.74,Unknown,153.14,Terminate,timeout,Terminate,Terminate,TIMEOUT,300.09,Failed,Multiple,8,1,2,False,False,True,True,False,39,C,loop,
svcomp_ex1.c,failed,Failed,Terminate,0.2,Terminate,1.16191411,Terminate,2.97,Terminate,3.46,Terminate,1.42,Terminate,1.51,Terminate,Terminate,Terminate,Terminate,Terminate,4.17,Terminate,Linear,1,1,1,False,False,True,False,True,15,C,loop,
LeeJonesBen-Amram-POPL2001-Ex4_true-termination.c,,,Terminate,0.41,Failed,0.442892551,Unknown,2.13,Failed,2.22,Failed,0.42,Failed,0.39,Terminate,Terminate,Terminate,Terminate,Terminate,7.31,Unknown,,0,0,0,False,False,True,False,True,32,C,recur,non-tail
svcomp_b.05-alloca.c,failed,Failed,Failed,0.24,Failed,0.348843336,Unknown,2.27,Unknown,2.93,Unknown,1.48,Nonterminate,1.45,Terminate,Terminate,Terminate,Terminate,Terminate,4.08,Unknown,Linear,1,1,1,False,False,True,False,True,21,C,loop,
Et2_true.c,,,Terminate,0.26,Failed,0.433559418,Unknown,2.19,Failed,2.17,Failed,0.42,Failed,0.43,Terminate,Terminate,Terminate,Terminate,Terminate,4.49,Unknown,,0,0,0,False,False,True,False,False,45,C,recur,non-tail
AliasDarteFeautrierGonnord-SAS2010-speedFails4_true-termination.c,Unknown,Unknown,Unknown,0.15,Unknown,10.9145484,Terminate,3.08,TIMEOUT,300.04,Terminate,1.63,Terminate,1.70,Terminate,Terminate,Terminate,Terminate,Terminate,4.61,Terminate,Linear,1,1,2,False,False,True,False,False,32,C,loop,
Copenhagen_disj_true-termination.c,failed,Failed,Unknown,2.27,Terminate,6.587093115,Terminate,3.64,Unknown,275.55,Terminate,1.66,Terminate,1.71,Terminate,Terminate,Terminate,Terminate,Unknown,10.37,Terminate,Linear,1,1,2,False,False,True,False,False,22,C,loop,
svcomp_cstrcmp_true_alloca.c,failed,Failed,Failed,0.23,Failed,0.472857475,Unknown,3.36,Unknown,3.08,Unknown,1.64,Unknown,261.95,Terminate,Unknown,Terminate,timeout,Unknown,11.39,Unknown,Linear,1,1,2,False,False,True,True,True,42,C,loop,
svcomp_MultCommutative_true-unreach-call_true-termination_modified.c,,,Failed,300.03,Failed,0.445040703,Unknown,2.12,Failed,2.2,Failed,0.42,Failed,0.39,Terminate,Terminate,Terminate,Terminate,Terminate,5.04,Unknown,,0,0,0,False,False,True,False,False,42,C,recur,non-tail
